slideId,title,content
117,PYTANIE #57,"(2 pkt.) Według Izajasza 14:23, siedliskiem jakich zwierząt oraz bagnem porośniętym jaką rośliną, stanie się Babilon? Bądźcie dokładni."
118,PYTANIE #57,"Odpowiedź: siedliskiem jeży, bagnem porośniętym sitowiem"
119,PYTANIE #58,"(1 pkt) Na podstawie Izajasza 32:4, oceńcie prawdziwość zdania (Prawda/Fałsz): Serce niecierpliwych nabierze poznania, a język niemowy zacznie mówić wyraźnie."
120,PYTANIE #58,Odpowiedź: Fałsz (język jąkających się zacznie mówić wyraźnie)
121,PYTANIE #59,"(2 pkt.) Według Izajasza 10:20, reszta Izraela i uratowani z domu Jakuba, nie będą się już opierać na tym, który ich bije. Na kim będą się opierać ci ludzie oraz w jaki sposób?"
122,PYTANIE #59,"Odpowiedź: na Panu (Świętym Izraela), prawdziwie"
123,PYTANIE #60,"(1 pkt) Według Izajasza 2:8, ziemia domu Jakuba jest pełna bożków. Czemu ludzie się kłaniali (co czcili)? Bądźcie dokładni."
124,PYTANIE #60,"Odpowiedź: „dziełu własnych rąk” („temu, co uczyniły ich palce”)"
125,PRZERWA,
126,PYTANIE #61,"(2 pkt.) Według Izajasza 19:24, jakie jeszcze dwa narody, oprócz Izraela, będą błogosławieństwem na ziemi (w tym dniu)?"
127,PYTANIE #61,"Odpowiedź: Egipt, Asyria"
128,PYTANIE #62,"(3 pkt.) Według Izajasza 32:18, w jakich trzech miejscach zamieszka Boży lud?"
129,PYTANIE #62,"Odpowiedź: w siedzibie pokoju; w bezpiecznych mieszkaniach; w miejscach, gdzie można odpocząć (spokojnie)"
130,PYTANIE #63,"(1 pkt.) Według Izajasza 33:4, narody zbiorą wasz łup oraz osaczą was (naród izraelski) tak jak zbiera się i opada rój jakich zwierząt?"
131,PYTANIE #63,Odpowiedź: szarańczy
132,PYTANIE #64,"(1 pkt) Według Izajasza 19:11, kogo doradcy radzą niedorzecznie?"
133,PYTANIE #64,Odpowiedź: faraona
134,PYTANIE #65,"(4 pkt.) Na podstawie Izajasza 6:9, uzupełnijcie brakujące słowa: „A On mi polecił: Idź i mów do tego ludu: _________ uważnie, lecz nie _________, i _______ uważnie, lecz nie _________!”"
135,PYTANIE #65,"Odpowiedź: Słuchajcie, rozumiejcie, patrzcie, poznawajcie"
136,PYTANIE #66,"(1 pkt) Według Izajasza 2:6, dom Jakuba został wypełniony ludźmi ze Wschodu i czarownikami. Z kim mieszkańcy domu Jakuba bratali się w najlepsze?"
137,PYTANIE #66,Odpowiedź: z synami cudzoziemców
138,PYTANIE #67,"(2 pkt.) Według Izajasza 20:4, z jakich grup wiekowych jeńców i wygnańców poprowadzi król Asyrii nago i boso –ku hańbie Egiptu?"
139,PYTANIE #67,"Odpowiedź: młodzież, starców"
140,PYTANIE #68,"(1 pkt) Według Izajasza 5:7, Pan patrząc na winnicę (dom izraelski), oczekiwał sprawiedliwości, a usłyszał krzyk. Co zobaczył zamiast prawa, którego oczekiwał?"
141,PYTANIE #68,Odpowiedź: rozlew krwi
142,PYTANIE #69,"(2 pkt.) Według Izajasza 16:10, w zapowiedzi zniszczenia Moabu, Pan powiedział, że zniknie radość i wesele z ogrodów. Czego nie będzie w winnicach?"
143,PYTANIE #69,"Odpowiedź: pokrzykiwania, przygrywania"
144,PYTANIE #70,"(1 pkt) Według Izajasza 18:5, w co zamienia się zalążek, przed żniwem, kiedy kwiat opada?"
145,PYTANIE #70,Odpowiedź: w kiść (dojrzałą)
146,PYTANIE #71,"(2 pkt.) Według Izajasza 24:15, gdzie „oddadzą chwałę Panu” oraz „uwielbią imię Pana, Boga Izraela”? Bądźcie dokładni."
147,PYTANIE #71,"Odpowiedź: na wschodzie, na wsypach morskich"
148,PYTANIE #72,"(2 pkt.) Według Izajasza 30:31-32, dźwięki jakich dwóch instrumentów muzycznych będą towarzyszyć każdemu przejściu pałki, gdy Pan uderzy Asyrię swym berłem?"
149,PYTANIE #72,"Odpowiedź: bębnów, cytr (harf)"
150,PYTANIE #73,"(1 pkt) Według Izajasza 13:11, czyją pychę ukróci Pan, gdy nawiedzi świat za zło?"
151,PYTANIE #73,Odpowiedź: zuchwałych
152,PYTANIE #74,"(2 pkt.) Według Izajasza 27:2.4, co Pan zrobi, gdy w „rozkosznej winnicy” wysieją Mu cierń albo oset?"
153,PYTANIE #74,"Odpowiedź: wystąpi do walki, spali je (cierń, oset) ogniem"
154,PYTANIE #75,"(1 pkt) Według Izajasza 25:2, Pan zamienił miasto w gruzy, a gród niedostępny w ruinę. Jaka budowla zamieniła się w rumowisko?"
155,PYTANIE #75,Odpowiedź: warownia
156,PYTANIE #76,"(5 pkt.) Według Izajasza 5:1-2, jakie pięć czynności wykonał [mój] przyjaciel względem Jego winnicy?"
157,PYTANIE #76,"Odpowiedź: ogrodził ją, oczyścił z kamieni, zasadził szlachetne szczepy, wybudował wieżę, wykuł w kamieniu tłocznię"
158,PYTANIE #77,"(1 pkt) Według Izajasza 22:25, Pan Zastępów zapowiedział, że zostanie usunięty gwóźdź wbity na pewnym miejscu (zetną go i spadnie). Co się stanie z ciężarem zawieszonym na tym gwoździu?"
159,PYTANIE #77,Odpowiedź: spadnie razem z gwoździem
160,PYTANIE #78,"(2 pkt.) Według Izajasza 1:24, od kogo się uwolni i na kim się pomści, Pan Zastępów, Mocarz Izraela?"
161,PYTANIE #78,"Odpowiedź: uwolni się o swoich nieprzyjaciół, pomści się na swoich wrogach"
162,PYTANIE #79,"(1 pkt) Według Izajasza 3:10, prorok usłyszał, że ma przekazać sprawiedliwym, że im się powiedzie. Co będą spożywać sprawiedliwi?"
163,PYTANIE #79,Odpowiedź: owoc swych czynów
164,PYTANIE #80,"(1 pkt) Na podstawie Izajasza 6:4, oceńcie prawdziwość zdania (Prawda/Fałsz): Z powodu potężnego głosu aniołów zatrząsł się ołtarz, a przybytek napełnił się dymem."
165,PYTANIE #80,Odpowiedź: Fałsz („zatrzęsły się progi w posadach”)
166,PYTANIE #81,"(2 pkt.) Według Izajasza 11:5, co będzie pasem [jego] bioder oraz pasem [jego] lędźwi – tej Różdżki z pnia Jessaja?"
167,PYTANIE #81,"Odpowiedź: sprawiedliwość, prawda"
168,PYTANIE #82,"(1 pkt) Według Izajasza 9:16, kto jest zwodzicielem i wprowadza w błąd ten lud?"
169,PYTANIE #82,Odpowiedź: przywódcy tego ludu
170,PYTANIE #83,"(4 pkt.) Według Izajasza 9:20-21, kto kogo pożera (ogryza), a razem są przeciwko Judzie? Bądźcie dokładni."
171,PYTANIE #83,"Odpowiedź: „Manasses Efraima, Efraim Manassesa”"
172,PYTANIE #84,"(1 pkt) Według Izajasza 30:1, gdy Pan mówi o przekornych synach oświadcza, że „prowadzą rokowania – lecz nie w moim duchu”. Czyjego planu nie wypełniają przekorni synowie, dodając grzech do grzechu?"
173,PYTANIE #84,Odpowiedź: planu PANA
174,PYTANIE #85,"(1 pkt) Według Izajasza 22:11, gdzie został przygotowany zbiornik na wodę Starego Stawu?"
175,PYTANIE #85,Odpowiedź: „pomiędzy murami”
176,PYTANIE #86,"(2 pkt.) Na podstawie Izajasza 12:2, uzupełnijcie brakujące słowa: „(…) Zaufam, nie będę się lękał, gdyż PAN jest mocą moją, ______ moją, _________ moim!”"
177,PYTANIE #86,"Odpowiedź: pieśnią, zbawieniem"
178,PYTANIE #87,"(1 pkt) Według Izajasza 26:21, z jakiego powodu Pan wychodzi ze swojego miejsca, a ziemia odsłoni krew na niej przelaną?"
179,PYTANIE #87,Odpowiedź: z powodu win mieszkańców ziemi (by dochodzić win…)
180,PYTANIE #88,"(2 pkt.) Według Izajasza 7:14-15, jakie dwa pokarmy będzie spożywał Syn, nazwany Immanuelem, aż nauczy się odrzucać zło? Bądźcie dokładni."
181,PYTANIE #88,"Odpowiedź: twaróg, miód"
182,PYTANIE #89,"(1 pkt) Według Izajasza 1:17, oprócz wstawiania się za wdową i obrony skrzywdzonych, kogo powinni rzetelnie sądzić ludzie?"
183,PYTANIE #89,Odpowiedź: sierotę
184,PYTANIE #90,"(8 pkt.) Na podstawie Izajasza 9:6, uzupełnijcie brakujące słowa: „Oto narodziło się Dziecko! (…) Nazwą Go: _______ _____, ___ _____, ______ _______, ______ ______!”"
185,PYTANIE #90,"Odpowiedź: Cudowny, Doradca, Bóg, Mocny, Ojciec, Odwieczny, Książę, Pokoju"
